VIN,Licence plate, ,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated,Ownership ,Fleet,Start Date
5YJ3E7EC8LF578542,G407TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/18/2019
5YJ3E7EC9LF594068,G713XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC5LF594195,G770XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7ECXLF594242,G760XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB2KF472724,G670FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-09-2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EC9LF594152,G762XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC7LF594151,G766XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC4LF593913,G571XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EC4LF580711,G471TT,TESLA,Model 3,Performance Dual Motor AWD 4d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EB2KF520271,G689GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EC2LF593909,G602XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EC9LF593941,G623XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC3LF594650,H819DF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/31/2019
5YJ3E7EC0LF593939,G573XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC2LF610806,G323ZJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EC7LF610719,G482ZJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/20/2019
5YJ3E7EC7LF605200,G168XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC1LF589592,G763VD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EC6LF594237,G184XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EC3LF581171,G387XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC2LF608389,G405ZB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC1LF629637,G277XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC1LF594405,G873XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7ECXLF594645,G969XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EC7LF588656,G276TV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/14/2019
5YJ3E7ECXLF593947,G626XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC7LF580122,G380VF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-12-2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EC1LF593898,G017XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC7LF593906,G597XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC4LF581695,G250TT,TESLA,Model 3,Performance Dual Motor AWD 4d,,,17-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EC1LF727406,H747XR,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-06-2024,NL,EV,never activated,Ayvens,1,6/26/2020
5YJ3E7EC8MF835085,K432GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EC6MF844822,K251GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EA6KF376473,G-101-BH,TESLA,Model 3,Standard Range Plus RWD,,,8/26/2024,NL,EV,never activated,Ayvens,1,8/27/2019
5YJ3E7EAXLF759155,J-868-JS,TESLA,Model 3,Standard Range Plus RWD,,,8/27/2024,NL,EV,never activated,Ayvens,1,8/28/2020
5YJ3E7EAXLF761245,J-867-JS,TESLA,Model 3,Standard Range Plus RWD,,,8/27/2024,NL,EV,never activated,Ayvens,1,8/28/2020
5YJ3E7EA1LF759058,J-156-JS,TESLA,Model 3,Standard Range Plus RWD,,,8/30/2024,NL,EV,never activated,Ayvens,1,8/31/2020
5YJ3E7EA8LF755489,J-006-JL,TESLA,Model 3,Standard Range Plus RWD,,,8/30/2024,NL,EV,never activated,Ayvens,1,8/31/2020
5YJ3E7EA1KF375070,G-653-GG,TESLA,Model 3,Standard Range Plus RWD,,,8/31/2024,NL,EV,never activated,Ayvens,1,9/1/2022
5YJ3E7EA1LF755396,J-163-JS,TESLA,Model 3,Standard Range Plus RWD,,,8/31/2024,NL,EV,never activated,Ayvens,1,9/1/2020
5YJ3E7EA4LF767168,J-678-KJ,TESLA,Model 3,Standard Range Plus RWD,,,9/10/2024,NL,EV,never activated,Ayvens,1,9/11/2020
5YJ3E7EA2KF380715,G-645-DS,TESLA,Model 3,Standard Range Plus RWD,,,9/11/2024,NL,EV,never activated,Ayvens,1,9/12/2019
5YJ3E7EA6KF370186,G-160-DZ,TESLA,Model 3,Standard Range Plus RWD,,,9/12/2024,NL,EV,never activated,Ayvens,1,9/13/2019
5YJ3E7EA7KF467008,G-476-DX,TESLA,Model 3,Standard Range Plus RWD,,,9/16/2024,NL,EV,never activated,Ayvens,1,9/17/2019
5YJ3E7EA6LF767267,J-339-LK,TESLA,Model 3,Standard Range Plus RWD,,,9/16/2024,NL,EV,never activated,Ayvens,1,9/17/2020
5YJ3E7EA4LF671010,H-405-LV,TESLA,Model 3,Standard Range Plus RWD,,,9/18/2024,NL,EV,never activated,Ayvens,1,3/19/2020
5YJ3E7EA3LF552509,H-773-JL,TESLA,Model 3,Standard Range Plus RWD,,,9/19/2024,NL,EV,never activated,Ayvens,1,3/20/2020
5YJ3E7EA3KF374972,G-312-DZ,TESLA,Model 3,Standard Range Plus RWD,,,9/19/2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EA0KF489433,G-321-FS,TESLA,Model 3,Standard Range Plus RWD,,,9/19/2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EA4KF379761,G-622-FR,TESLA,Model 3,Standard Range Plus RWD,,,9/19/2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EA7LF779167,J-815-LF,TESLA,Model 3,Standard Range Plus RWD,,,9/21/2024,NL,EV,never activated,Ayvens,1,9/22/2020
5YJ3E7EA0LF771671,J-089-LB,TESLA,Model 3,Standard Range Plus RWD,,,9/23/2024,NL,EV,never activated,Ayvens,1,9/24/2020
5YJ3E7EA6KF474306,G-304-DZ,TESLA,Model 3,Standard Range Plus RWD,,,9/23/2024,NL,EV,never activated,Ayvens,1,9/24/2019
5YJ3E7EA5LF779278,J-789-KZ,TESLA,Model 3,Standard Range Plus RWD,,,9/23/2024,NL,EV,never activated,Ayvens,1,9/24/2020
5YJ3E7EA5KF470215,G-828-GJ,TESLA,Model 3,Standard Range Plus RWD,,,9/24/2024,NL,EV,never activated,Ayvens,1,9/25/2019
5YJ3E7EA7LF779511,J-812-LF,TESLA,Model 3,Standard Range Plus RWD,,,9/25/2024,NL,EV,never activated,Ayvens,1,9/26/2020
5YJ3E7EA0KF474334,G-477-GL,TESLA,Model 3,Standard Range Plus RWD,,,9/25/2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EA8KF379763,G-796-FR,TESLA,Model 3,Standard Range Plus RWD,,,9/25/2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EA5KF489511,G-620-GJ,TESLA,Model 3,Standard Range Plus RWD,,,9/26/2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EA9KF516435,G-629-GL,TESLA,Model 3,Standard Range Plus RWD,,,9/26/2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EA1KF470423,G-590-GL,TESLA,Model 3,Standard Range Plus RWD,,,9/26/2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EAXLF782595,J-332-LT,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2020
5YJ3E7EA6LF654600,H-529-JL,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,3/30/2020
5YJ3E7EA6KF516425,G-787-GJ,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EA2LF782767,J-603-LT,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2020
5YJ3E7EA5KF516528,G-563-FP,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EA7LF782747,J-434-LT,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2020
5YJ3E7EA2KF379743,G-447-GH,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EA5KF370180,G-637-FF,TESLA,Model 3,Standard Range Plus RWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EA5KF489525,G-590-FR,TESLA,Model 3,Standard Range Plus RWD,,,9/30/2024,NL,EV,never activated,Ayvens,1,5/1/2021
5YJ3E7EA0KF489402,G-903-GG,TESLA,Model 3,Standard Range Plus RWD,,,10/16/2024,NL,EV,never activated,Ayvens,1,1/17/2024
5YJ3E7EA5KF374813,J-581-TP,TESLA,Model 3,Standard Range Plus RWD,,,10/22/2024,NL,EV,never activated,Ayvens,1,10/23/2020
5YJ3E7EA5LF723230,H-064-XS,TESLA,Model 3,Standard Range Plus RWD,,,10/25/2024,NL,EV,never activated,Ayvens,1,6/26/2020
5YJ3E7EA4MF905194,K-397-XD,TESLA,Model 3,Standard Range Plus RWD,,,10/28/2024,NL,EV,never activated,Ayvens,1,3/29/2021
5YJ3E7EA7LF727876,H-908-XR,TESLA,Model 3,Standard Range Plus RWD,,,10/29/2024,NL,EV,never activated,Ayvens,1,6/30/2020
5YJ3E7EA4KF373524,G-734-LX,TESLA,Model 3,Standard Range Plus RWD,,,10/31/2024,NL,EV,never activated,Ayvens,1,11/1/2020
5YJ3E7EA5LF516255,G-871-PB,TESLA,Model 3,Standard Range Plus RWD,,,10/31/2024,NL,EV,never activated,Ayvens,1,11/1/2020
5YJ3E7EA6KF531331,G-337-NV,TESLA,Model 3,Standard Range Plus RWD,,,10/31/2024,NL,EV,never activated,Ayvens,1,7/1/2022
5YJ3E7EA3KF531318,G-727-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA1KF516638,G-447-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA9KF531534,G-758-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA3KF531528,G-911-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EAXKF525726,G-468-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA2KF531343,G-311-NV,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA5KF531322,G-887-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EA4KF531649,G-682-NX,TESLA,Model 3,Standard Range Plus RWD,,,11/12/2024,NL,EV,never activated,Ayvens,1,11/13/2019
5YJ3E7EA0KF525590,G-898-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/12/2024,NL,EV,never activated,Ayvens,1,11/13/2019
5YJ3E7EA6LF516541,G-573-PD,TESLA,Model 3,Standard Range Plus RWD,,,11/17/2024,NL,EV,never activated,Ayvens,1,11/18/2019
5YJ3E7EA6LF531718,G-941-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/19/2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EA0LF531102,G-908-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/19/2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EAXLF531365,G-255-PD,TESLA,Model 3,Standard Range Plus RWD,,,11/19/2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EA3LF526279,G-854-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/19/2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EA6LF536174,G-955-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/19/2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EA1LF526331,G-701-PB,TESLA,Model 3,Standard Range Plus RWD,,,11/26/2024,NL,EV,never activated,Ayvens,1,11/27/2019
5YJ3E7EA6LF531413,G-268-PD,TESLA,Model 3,Standard Range Plus RWD,,,11/27/2024,NL,EV,never activated,Ayvens,1,11/28/2019
5YJ3E7EAXKF500681,G-790-GG,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA5KF470232,G-324-DZ,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA6KF531474,G-994-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA0KF531499,G-174-NV,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF474310,G-821-FT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA0KF374962,G-159-FP,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF500937,G-472-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA1KF536002,G-990-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA3KF470410,G-864-GJ,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA4KF531490,G-987-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA0KF489593,G-468-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA6KF500970,G-467-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF500680,G-463-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA6KF373492,G-970-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA2KF522724,G-450-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA3KF525566,G-335-GL,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF489230,G-458-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA9KF489513,G-342-GL,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EAXKF499709,G-330-GL,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA0KF500978,G-897-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA4KF525544,G-014-NV,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA4KF531456,G-999-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA4KF470304,G-326-GL,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EAXKF522731,G-454-FR,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF474307,G-991-FT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA2KF489417,G-377-GL,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA7KF531483,G-064-NV,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA8KF531489,G-110-NV,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA0KF531583,G-809-NT,TESLA,Model 3,Standard Range Plus RWD,,,11/29/2024,NL,EV,never activated,Ayvens,1,11/30/2019
5YJ3E7EA4LF541454,G-023-PJ,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,10/1/2022
5YJ3E7EA3LF552056,G-608-SK,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,7/1/2020
LRW3E7FA7LC103486,K-836-BS,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,4/1/2023
5YJ3E7EA0KF516369,G-187-LZ,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,12/1/2020
5YJ3E7EA9LF552398,G-115-SL,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,2/1/2021
5YJ3E7EA5LF552074,G-527-TL,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,7/1/2022
5YJ3E7EA4LF552812,G-413-RF,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,1/1/2021
5YJ3E7EA3LF531109,G-189-PF,TESLA,Model 3,Standard Range Plus RWD,,,11/30/2024,NL,EV,never activated,Ayvens,1,6/1/2021
5YJ3E7EA1LF536048,G-750-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/1/2024,NL,EV,never activated,Ayvens,1,12/2/2019
5YJ3E7EA1LF516544,G-651-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/3/2024,NL,EV,never activated,Ayvens,1,12/4/2019
5YJ3E7EA6LF558840,G-594-RN,TESLA,Model 3,Standard Range Plus RWD,,,12/3/2024,NL,EV,never activated,Ayvens,1,12/4/2019
5YJ3E7EA6KF522743,G-502-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/3/2024,NL,EV,never activated,Ayvens,1,12/4/2019
5YJ3E7EA5LF547392,G-640-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJ3E7EA5LF536070,G-798-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJ3E7EA4LF536030,G-580-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJ3E7EA1LF552654,G-029-RF,TESLA,Model 3,Standard Range Plus RWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJ3E7EA3LF552882,G-385-VH,TESLA,Model 3,Standard Range Plus RWD,,,12/5/2024,NL,EV,never activated,Ayvens,1,12/6/2019
5YJ3E7EA1LF541265,G-620-PH,TESLA,Model 3,Standard Range Plus RWD,,,12/5/2024,NL,EV,never activated,Ayvens,1,12/6/2019
LRW3E7FA5LC098336,K-611-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA5LC099597,K-187-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA3LC103128,K-620-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA5LC103115,K-164-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA0LC103961,K-783-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA0LC099670,K-753-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA4LC099736,K-997-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
5YJ3E7EA1LF547891,G-861-RB,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2019
LRW3E7FAXLC100047,K-957-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA1LC103340,K-735-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA4LC097954,J-260-ZH,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA6LC104094,K-913-DJ,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FA9LC101612,K-085-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
LRW3E7FAXLC099773,K-826-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2020
5YJ3E7EA2LF541100,G-042-RF,TESLA,Model 3,Standard Range Plus RWD,,,12/6/2024,NL,EV,never activated,Ayvens,1,12/7/2019
LRW3E7FA9LC103182,K-083-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA1LC103628,K-720-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA7LC103584,K-835-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FAXLC103983,K-906-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA3LC099789,K-262-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA3LC101606,K-633-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA6LC103124,K-170-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA1LC103158,K-741-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA8LC103190,K-973-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA1LC103127,K-745-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA4LC103123,K-982-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA8LC098010,K-806-BS,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA2LC103296,K-681-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA3LC103260,K-392-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/7/2024,NL,EV,never activated,Ayvens,1,12/8/2020
LRW3E7FA2LC104092,K-931-DJ,TESLA,Model 3,Standard Range Plus RWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2020
LRW3E7FA8LC103478,K-979-BT,TESLA,Model 3,Standard Range Plus RWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2020
5YJ3E7EA7LF552836,G-870-RB,TESLA,Model 3,Standard Range Plus RWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJ3E7EA4LF541079,G-462-PZ,TESLA,Model 3,Standard Range Plus RWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJ3E7EA2LF588711,G-799-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EA1LF547454,G-862-RD,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,5/10/2021
